date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-03-14,DNK,Europe,Denmark,827.0,26.0,114.857,1.0,1.0,,142.26,4.473,19.758,0.172,0.172,,1.66,3.0,0.516,,,,,105.0,18.062,5381.0,583.0,0.926,0.1,638.0,0.11,0.18,5.6,tests performed,,,,,,,,,,,,,,65.74,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-15,DNK,Europe,Denmark,864.0,37.0,118.429,2.0,1.0,,148.625,6.365,20.372,0.344,0.172,,1.55,2.0,0.344,,,,,135.0,23.223,6107.0,726.0,1.051,0.125,709.0,0.122,0.167,6.0,tests performed,,,,,,,,,,,,,,65.74,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1101.6,-8.55,-10.28,-189.4964342
2020-03-16,DNK,Europe,Denmark,914.0,50.0,117.714,3.0,1.0,,157.226,8.601,20.249,0.516,0.172,,1.48,10.0,1.72,,,,,171.0,29.415,7123.0,1016.0,1.225,0.175,771.0,0.133,0.1527,6.5,tests performed,,,,,,,,,,,,,,65.74,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-17,DNK,Europe,Denmark,977.0,63.0,102.143,4.0,1.0,,168.063,10.837,17.571,0.688,0.172,,1.42,18.0,3.096,,,,,203.0,34.92,8071.0,948.0,1.388,0.163,792.0,0.136,0.129,7.8,tests performed,,,,,,,,,,,,,,65.74,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-18,DNK,Europe,Denmark,1057.0,80.0,87.857,4.0,0.0,,181.824,13.762,15.113,0.688,0.0,,1.37,24.0,4.128,,,,,240.0,41.285,9297.0,1226.0,1.599,0.211,841.0,0.145,0.1045,9.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-19,DNK,Europe,Denmark,1151.0,94.0,76.571,6.0,2.0,0.857,197.994,16.17,13.172,1.032,0.344,0.147,1.36,30.0,5.161,,,,,272.0,46.789,11145.0,1848.0,1.917,0.318,1008.0,0.173,0.076,13.2,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-20,DNK,Europe,Denmark,1255.0,104.0,64.857,9.0,3.0,1.286,215.884,17.89,11.157,1.548,0.516,0.221,1.36,37.0,6.365,,,,,310.0,53.326,12323.0,1178.0,2.12,0.203,1075.0,0.185,0.0603,16.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-21,DNK,Europe,Denmark,1326.0,71.0,71.286,13.0,4.0,1.714,228.098,12.213,12.263,2.236,0.688,0.295,1.36,42.0,7.225,,,,,320.0,55.046,12925.0,602.0,2.223,0.104,1078.0,0.185,0.0661,15.1,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-22,DNK,Europe,Denmark,1395.0,69.0,75.857,13.0,0.0,1.571,239.967,11.869,13.049,2.236,0.0,0.27,1.37,46.0,7.913,,,,,329.0,56.594,13457.0,532.0,2.315,0.092,1050.0,0.181,0.0722,13.8,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1113.8,-7.93,-1.06,-191.5950694
2020-03-23,DNK,Europe,Denmark,1450.0,55.0,76.571,24.0,11.0,3.0,249.428,9.461,13.172,4.128,1.892,0.516,1.38,55.0,9.461,,,,,369.0,63.475,14581.0,1124.0,2.508,0.193,1065.0,0.183,0.0719,13.9,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-24,DNK,Europe,Denmark,1591.0,141.0,87.714,32.0,8.0,4.0,273.683,24.255,15.089,5.505,1.376,0.688,1.4,69.0,11.869,,,,,403.0,69.324,15704.0,1123.0,2.701,0.193,1090.0,0.188,0.0805,12.4,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-25,DNK,Europe,Denmark,1724.0,133.0,95.286,34.0,2.0,4.286,296.561,22.879,16.391,5.849,0.344,0.737,1.41,87.0,14.966,,,,,446.0,76.721,17075.0,1371.0,2.937,0.236,1111.0,0.191,0.0858,11.7,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-26,DNK,Europe,Denmark,1877.0,153.0,103.714,41.0,7.0,5.0,322.88,26.319,17.841,7.053,1.204,0.86,1.43,94.0,16.17,,,,,474.0,81.537,18683.0,1608.0,3.214,0.277,1077.0,0.185,0.0963,10.4,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-27,DNK,Europe,Denmark,2046.0,169.0,113.0,52.0,11.0,6.143,351.951,29.071,19.438,8.945,1.892,1.057,1.46,109.0,18.75,,,,,497.0,85.494,20793.0,2110.0,3.577,0.363,1210.0,0.208,0.0934,10.7,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-28,DNK,Europe,Denmark,2201.0,155.0,125.0,65.0,13.0,7.429,378.614,26.663,21.502,11.181,2.236,1.278,1.48,121.0,20.814,,,,,546.0,93.923,22176.0,1383.0,3.815,0.238,1322.0,0.227,0.0946,10.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-29,DNK,Europe,Denmark,2395.0,194.0,142.857,72.0,7.0,8.429,411.986,33.372,24.574,12.385,1.204,1.45,1.49,131.0,22.535,,,,,555.0,95.471,23477.0,1301.0,4.038,0.224,1431.0,0.246,0.0998,10.0,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1117.0,-7.37,-0.29,-192.1455311
2020-03-30,DNK,Europe,Denmark,2577.0,182.0,161.0,77.0,5.0,7.571,443.294,31.308,27.695,13.245,0.86,1.302,1.49,137.0,23.567,,,,,538.0,92.546,26695.0,3218.0,4.592,0.554,1731.0,0.298,0.093,10.8,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-03-31,DNK,Europe,Denmark,2860.0,283.0,181.286,90.0,13.0,8.286,491.975,48.681,31.185,15.482,2.236,1.425,1.48,145.0,24.943,,,,,508.0,87.386,29904.0,3209.0,5.144,0.552,2029.0,0.349,0.0893,11.2,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-01,DNK,Europe,Denmark,3107.0,247.0,197.571,104.0,14.0,10.0,534.464,42.489,33.986,17.89,2.408,1.72,1.46,146.0,25.115,,,,,478.0,82.225,33462.0,3558.0,5.756,0.612,2341.0,0.403,0.0844,11.8,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-02,DNK,Europe,Denmark,3386.0,279.0,215.571,123.0,19.0,11.714,582.457,47.993,37.082,21.158,3.268,2.015,1.44,153.0,26.319,527.0,90.654,,,472.0,81.193,39211.0,5749.0,6.745,0.989,2933.0,0.505,0.0735,13.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-03,DNK,Europe,Denmark,3757.0,371.0,244.429,139.0,16.0,12.429,646.276,63.819,42.046,23.911,2.752,2.138,1.42,143.0,24.599,511.0,87.902,,,457.0,78.613,45826.0,6615.0,7.883,1.138,3576.0,0.615,0.0684,14.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-04,DNK,Europe,Denmark,4077.0,320.0,268.0,161.0,22.0,13.714,701.323,55.046,46.101,27.695,3.784,2.359,1.38,142.0,24.427,498.0,85.666,,,417.0,71.732,49511.0,3685.0,8.517,0.634,3905.0,0.672,0.0686,14.6,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-05,DNK,Europe,Denmark,4369.0,292.0,282.0,179.0,18.0,15.286,751.552,50.23,48.509,30.791,3.096,2.629,1.34,144.0,24.771,490.0,84.289,,,401.0,68.98,51698.0,2187.0,8.893,0.376,4032.0,0.694,0.0699,14.3,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1046.6,-6.44,6.48,-180.035374
2020-04-06,DNK,Europe,Denmark,4681.0,312.0,300.571,187.0,8.0,15.714,805.222,53.67,51.704,32.168,1.376,2.703,1.28,139.0,23.911,488.0,83.945,,,383.0,65.883,58228.0,6530.0,10.016,1.123,4505.0,0.775,0.0667,15.0,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-07,DNK,Europe,Denmark,5071.0,390.0,315.857,203.0,16.0,16.143,872.31,67.088,54.334,34.92,2.752,2.777,1.21,127.0,21.846,466.0,80.161,,,388.0,66.743,64578.0,6350.0,11.109,1.092,4953.0,0.852,0.0638,15.7,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-08,DNK,Europe,Denmark,5402.0,331.0,327.857,218.0,15.0,16.286,929.248,56.938,56.398,37.5,2.58,2.801,1.13,127.0,21.846,446.0,76.721,,,356.0,61.239,70186.0,5608.0,12.073,0.965,5246.0,0.902,0.0625,16.0,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-09,DNK,Europe,Denmark,5635.0,233.0,321.286,237.0,19.0,16.286,969.329,40.08,55.267,40.769,3.268,2.801,1.06,120.0,20.642,427.0,73.452,,,318.0,54.702,72708.0,2522.0,12.507,0.434,4785.0,0.823,0.0671,14.9,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-10,DNK,Europe,Denmark,5819.0,184.0,294.571,247.0,10.0,15.429,1000.98,31.652,50.672,42.489,1.72,2.654,1.01,113.0,19.438,398.0,68.464,,,279.0,47.993,75011.0,2303.0,12.903,0.396,4169.0,0.717,0.0707,14.2,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-11,DNK,Europe,Denmark,5996.0,177.0,274.143,260.0,13.0,14.143,1031.428,30.447,47.158,44.725,2.236,2.433,0.97,106.0,18.234,402.0,69.152,,,267.0,45.929,77221.0,2210.0,13.284,0.38,3959.0,0.681,0.0692,14.4,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-12,DNK,Europe,Denmark,6174.0,178.0,257.857,273.0,13.0,13.429,1062.047,30.619,44.356,46.961,2.236,2.31,0.94,104.0,17.89,391.0,67.26,,,259.0,44.553,79339.0,2118.0,13.648,0.364,3949.0,0.679,0.0653,15.3,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1002.2,-5.78,4.04,-172.3977182
2020-04-13,DNK,Europe,Denmark,6318.0,144.0,233.857,285.0,12.0,14.0,1086.818,24.771,40.228,49.025,2.064,2.408,0.91,100.0,17.202,381.0,65.539,,,239.0,41.113,81468.0,2129.0,14.014,0.366,3320.0,0.571,0.0704,14.2,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-14,DNK,Europe,Denmark,6511.0,193.0,205.714,299.0,14.0,13.714,1120.018,33.2,35.387,51.434,2.408,2.359,0.89,93.0,15.998,374.0,64.335,,,227.0,39.048,87654.0,6186.0,15.078,1.064,3297.0,0.567,0.0624,16.0,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-15,DNK,Europe,Denmark,6681.0,170.0,182.714,309.0,10.0,13.0,1149.261,29.243,31.43,53.154,1.72,2.236,0.88,89.0,15.31,355.0,61.067,,,229.0,39.392,93254.0,5600.0,16.041,0.963,3295.0,0.567,0.0555,18.0,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-16,DNK,Europe,Denmark,6879.0,198.0,177.714,321.0,12.0,12.0,1183.321,34.06,30.57,55.218,2.064,2.064,0.88,92.0,15.826,341.0,58.659,,,228.0,39.22,98553.0,5299.0,16.953,0.912,3692.0,0.635,0.0481,20.8,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-17,DNK,Europe,Denmark,7073.0,194.0,179.143,336.0,15.0,12.714,1216.692,33.372,30.816,57.798,2.58,2.187,0.88,93.0,15.998,337.0,57.97,,,222.0,38.188,103326.0,4773.0,17.774,0.821,4045.0,0.696,0.0443,22.6,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-18,DNK,Europe,Denmark,7242.0,169.0,178.0,346.0,10.0,12.286,1245.764,29.071,30.619,59.519,1.72,2.113,0.88,87.0,14.966,304.0,52.294,,,218.0,37.5,105597.0,2271.0,18.165,0.391,4054.0,0.697,0.0439,22.8,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-19,DNK,Europe,Denmark,7384.0,142.0,172.857,355.0,9.0,11.714,1270.19,24.427,29.735,61.067,1.548,2.015,0.88,84.0,14.45,303.0,52.122,,,224.0,38.532,107457.0,1860.0,18.485,0.32,4017.0,0.691,0.043,23.2,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-979.6,-5.32,2.14,-168.5100826
2020-04-20,DNK,Europe,Denmark,7515.0,131.0,171.0,364.0,9.0,11.286,1292.725,22.535,29.415,62.615,1.548,1.941,0.88,84.0,14.45,321.0,55.218,,,227.0,39.048,114099.0,6642.0,19.627,1.143,4662.0,0.802,0.0367,27.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-21,DNK,Europe,Denmark,7695.0,180.0,169.143,370.0,6.0,10.143,1323.688,30.963,29.096,63.647,1.032,1.745,0.88,81.0,13.934,315.0,54.186,,,221.0,38.016,123844.0,9745.0,21.304,1.676,5170.0,0.889,0.0327,30.6,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-22,DNK,Europe,Denmark,7912.0,217.0,175.857,384.0,14.0,10.714,1361.017,37.328,30.251,66.055,2.408,1.843,0.89,80.0,13.762,309.0,53.154,,,220.0,37.844,135424.0,11580.0,23.296,1.992,6024.0,1.036,0.0292,34.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-23,DNK,Europe,Denmark,8073.0,161.0,170.571,394.0,10.0,10.429,1388.712,27.695,29.342,67.776,1.72,1.794,0.88,74.0,12.729,303.0,52.122,,,219.0,37.672,147883.0,12459.0,25.439,2.143,7047.0,1.212,0.0242,41.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-24,DNK,Europe,Denmark,8210.0,137.0,162.429,403.0,9.0,9.571,1412.278,23.567,27.941,69.324,1.548,1.646,0.88,69.0,11.869,303.0,52.122,,,214.0,36.812,162664.0,14781.0,27.981,2.543,8477.0,1.458,0.0192,52.2,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-25,DNK,Europe,Denmark,8445.0,235.0,171.857,418.0,15.0,10.286,1452.703,40.425,29.563,71.904,2.58,1.769,0.89,70.0,12.041,276.0,47.477,,,214.0,36.812,175080.0,12416.0,30.117,2.136,9926.0,1.707,0.0173,57.8,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-26,DNK,Europe,Denmark,8575.0,130.0,170.143,422.0,4.0,9.571,1475.065,22.363,29.268,72.592,0.688,1.646,0.88,70.0,12.041,273.0,46.961,,,207.0,35.608,185381.0,10301.0,31.889,1.772,11132.0,1.915,0.0153,65.4,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-906.8,-4.67,7.19,-155.9870793
2020-04-27,DNK,Europe,Denmark,8698.0,123.0,169.0,427.0,5.0,9.0,1496.224,21.158,29.071,73.452,0.86,1.548,0.87,72.0,12.385,293.0,50.402,,,195.0,33.544,202722.0,17341.0,34.872,2.983,12660.0,2.178,0.0133,74.9,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-28,DNK,Europe,Denmark,8851.0,153.0,165.143,434.0,7.0,9.143,1522.543,26.319,28.408,74.656,1.204,1.573,0.86,66.0,11.353,271.0,46.617,,,172.0,29.587,218984.0,16262.0,37.669,2.797,13591.0,2.338,0.0122,82.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-29,DNK,Europe,Denmark,9008.0,157.0,156.571,443.0,9.0,8.429,1549.55,27.007,26.933,76.205,1.548,1.45,0.86,66.0,11.353,254.0,43.693,,,158.0,27.179,235042.0,16058.0,40.432,2.762,14231.0,2.448,0.011,90.9,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-04-30,DNK,Europe,Denmark,9158.0,150.0,155.0,452.0,9.0,8.286,1575.353,25.803,26.663,77.753,1.548,1.425,0.85,62.0,10.665,236.0,40.597,,,142.0,24.427,250977.0,15935.0,43.173,2.741,14728.0,2.533,0.0105,95.0,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-01,DNK,Europe,Denmark,9311.0,153.0,157.286,460.0,8.0,8.143,1601.671,26.319,27.056,79.129,1.376,1.401,0.85,61.0,10.493,229.0,39.392,,,136.0,23.395,265409.0,14432.0,45.655,2.483,14678.0,2.525,0.0107,93.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-02,DNK,Europe,Denmark,9407.0,96.0,137.429,475.0,15.0,8.143,1618.185,16.514,23.64,81.709,2.58,1.401,0.84,60.0,10.321,214.0,36.812,,,133.0,22.879,276558.0,11149.0,47.573,1.918,14497.0,2.494,0.0095,105.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-03,DNK,Europe,Denmark,9523.0,116.0,135.429,484.0,9.0,8.857,1638.14,19.954,23.296,83.257,1.548,1.524,0.85,62.0,10.665,225.0,38.704,,,123.0,21.158,285559.0,9001.0,49.122,1.548,14311.0,2.462,0.0095,105.7,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-923.6,-4.51,-1.58,-158.8770031
2020-05-04,DNK,Europe,Denmark,9670.0,147.0,138.857,493.0,9.0,9.429,1663.426,25.287,23.886,84.806,1.548,1.622,0.85,57.0,9.805,228.0,39.22,,,116.0,19.954,303389.0,17830.0,52.189,3.067,14381.0,2.474,0.0097,103.6,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-05,DNK,Europe,Denmark,9821.0,151.0,138.571,503.0,10.0,9.857,1689.401,25.975,23.837,86.526,1.72,1.696,0.84,49.0,8.429,209.0,35.952,,,118.0,20.298,319407.0,16018.0,54.944,2.755,14346.0,2.468,0.0097,103.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-06,DNK,Europe,Denmark,9938.0,117.0,132.857,506.0,3.0,9.0,1709.528,20.126,22.854,87.042,0.516,1.548,0.83,46.0,7.913,190.0,32.684,,,109.0,18.75,333932.0,14525.0,57.443,2.499,14127.0,2.43,0.0094,106.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-07,DNK,Europe,Denmark,10083.0,145.0,132.143,514.0,8.0,8.857,1734.47,24.943,22.731,88.418,1.376,1.524,0.82,43.0,7.397,178.0,30.619,,,108.0,18.578,348346.0,14414.0,59.922,2.479,13910.0,2.393,0.0095,105.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-08,DNK,Europe,Denmark,10218.0,135.0,129.571,522.0,8.0,8.857,1757.693,23.223,22.289,89.794,1.376,1.524,0.8,42.0,7.225,183.0,31.48,,,101.0,17.374,356724.0,8378.0,61.363,1.441,13045.0,2.244,0.0099,100.7,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-09,DNK,Europe,Denmark,10319.0,101.0,130.286,526.0,4.0,7.286,1775.067,17.374,22.412,90.482,0.688,1.253,0.79,39.0,6.709,169.0,29.071,,,87.0,14.966,364974.0,8250.0,62.783,1.419,12631.0,2.173,0.0103,96.9,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-10,DNK,Europe,Denmark,10429.0,110.0,129.429,529.0,3.0,6.429,1793.989,18.922,22.264,90.998,0.516,1.106,0.77,40.0,6.881,174.0,29.931,,,81.0,13.934,371667.0,6693.0,63.934,1.151,12301.0,2.116,0.0105,95.0,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-940.4,-4.37,-1.61,-161.766927
2020-05-11,DNK,Europe,Denmark,10513.0,84.0,120.429,533.0,4.0,5.714,1808.439,14.45,20.716,91.686,0.688,0.983,0.74,43.0,7.397,173.0,29.759,,,75.0,12.901,388116.0,16449.0,66.763,2.83,12104.0,2.082,0.0099,100.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-13,DNK,Europe,Denmark,10667.0,76.0,104.143,533.0,6.0,4.714,1834.93,13.073,17.915,91.686,1.032,0.811,0.71,37.0,6.365,138.0,23.739,,,66.0,11.353,417606.0,14713.0,71.836,2.531,11953.0,2.056,0.0087,114.8,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
